customer_id,month,state,state_name,action,action_name,reward,next_state,next_state_name,done
0,0,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,2,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
0,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
0,4,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
0,5,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
0,6,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
0,7,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
0,8,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,2,"S3 (Low Utilization, Strong History)",False
0,9,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,10,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,11,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
0,12,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
0,13,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,14,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
0,15,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
0,16,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,17,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
0,18,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
0,19,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
0,20,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
0,21,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
0,22,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
0,23,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",True
1,0,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,3,S4 (Default),True
2,0,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,2,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,3,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
2,4,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,5,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,6,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,7,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
2,8,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
2,9,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
2,10,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,3,S4 (Default),True
3,0,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,0,"S1 (High Utilization, Poor History)",False
3,1,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,3,S4 (Default),True
4,0,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
4,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
4,2,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
4,3,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
4,4,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
4,5,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
4,6,0,"S1 (High Utilization, Poor History)",2,Increase Limit,-15,0,"S1 (High Utilization, Poor History)",False
4,7,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
4,8,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
4,9,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
4,10,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
4,11,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,0,"S1 (High Utilization, Poor History)",False
4,12,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
4,13,0,"S1 (High Utilization, Poor History)",1,Keep Limit,-5,3,S4 (Default),True
5,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
5,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
5,2,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
5,3,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
5,4,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
5,5,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
5,6,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
5,7,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,0,"S1 (High Utilization, Poor History)",False
5,8,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
5,9,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
5,10,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
5,11,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
5,12,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
5,13,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
5,14,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
5,15,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
5,16,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
5,17,0,"S1 (High Utilization, Poor History)",2,Increase Limit,-15,3,S4 (Default),True
6,0,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,0,"S1 (High Utilization, Poor History)",False
6,1,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
6,2,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
6,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
6,4,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
6,5,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,0,"S1 (High Utilization, Poor History)",False
6,6,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
6,7,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
6,8,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
6,9,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
6,10,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
6,11,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,3,S4 (Default),True
7,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
7,1,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
7,2,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
7,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
7,4,0,"S1 (High Utilization, Poor History)",2,Increase Limit,-15,1,"S2 (Moderate Utilization, Stable History)",False
7,5,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
7,6,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
7,7,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
7,8,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
7,9,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
7,10,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
7,11,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,0,"S1 (High Utilization, Poor History)",False
7,12,0,"S1 (High Utilization, Poor History)",1,Keep Limit,-5,0,"S1 (High Utilization, Poor History)",False
7,13,0,"S1 (High Utilization, Poor History)",2,Increase Limit,-15,0,"S1 (High Utilization, Poor History)",False
7,14,0,"S1 (High Utilization, Poor History)",1,Keep Limit,-5,3,S4 (Default),True
8,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
8,1,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
8,2,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
8,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
8,4,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
8,5,0,"S1 (High Utilization, Poor History)",2,Increase Limit,-15,3,S4 (Default),True
9,0,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
9,1,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
9,2,0,"S1 (High Utilization, Poor History)",2,Increase Limit,-15,2,"S3 (Low Utilization, Strong History)",False
9,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
9,4,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,3,S4 (Default),True
10,0,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
10,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
10,2,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
10,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
10,4,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
10,5,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
10,6,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
10,7,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
10,8,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,3,S4 (Default),True
11,0,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
11,1,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
11,2,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,3,S4 (Default),True
12,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
12,1,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
12,2,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
12,3,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
12,4,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
12,5,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,3,S4 (Default),True
13,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,3,S4 (Default),True
14,0,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,0,"S1 (High Utilization, Poor History)",False
14,1,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,2,"S3 (Low Utilization, Strong History)",False
14,2,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
14,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
14,4,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
14,5,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
14,6,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
14,7,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
14,8,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,2,"S3 (Low Utilization, Strong History)",False
14,9,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
14,10,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
14,11,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
14,12,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
14,13,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,3,S4 (Default),True
15,0,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,2,"S3 (Low Utilization, Strong History)",False
15,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
15,2,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
15,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
15,4,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
15,5,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
15,6,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
15,7,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,3,S4 (Default),True
16,0,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
16,1,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,0,"S1 (High Utilization, Poor History)",False
16,2,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
16,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,3,S4 (Default),True
17,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
17,1,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
17,2,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,4,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,5,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,6,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,7,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,8,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,9,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
17,10,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
17,11,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
17,12,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
17,13,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
17,14,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,0,"S1 (High Utilization, Poor History)",False
17,15,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,2,"S3 (Low Utilization, Strong History)",False
17,16,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
17,17,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,2,"S3 (Low Utilization, Strong History)",False
17,18,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
17,19,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,1,"S2 (Moderate Utilization, Stable History)",False
17,20,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
17,21,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,0,"S1 (High Utilization, Poor History)",False
17,22,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,3,S4 (Default),True
18,0,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
18,1,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
18,2,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
18,3,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
18,4,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
18,5,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
18,6,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
18,7,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,0,"S1 (High Utilization, Poor History)",False
18,8,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,2,"S3 (Low Utilization, Strong History)",False
18,9,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
18,10,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
18,11,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
18,12,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,2,"S3 (Low Utilization, Strong History)",False
18,13,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
18,14,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,0,"S1 (High Utilization, Poor History)",False
18,15,0,"S1 (High Utilization, Poor History)",1,Keep Limit,-5,1,"S2 (Moderate Utilization, Stable History)",False
18,16,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
18,17,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
18,18,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,3,S4 (Default),True
19,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,1,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,2,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
19,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,4,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,2,"S3 (Low Utilization, Strong History)",False
19,5,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,2,"S3 (Low Utilization, Strong History)",False
19,6,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
19,7,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
19,8,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,9,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,2,"S3 (Low Utilization, Strong History)",False
19,10,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,1,"S2 (Moderate Utilization, Stable History)",False
19,11,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
19,12,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,13,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
19,14,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
19,15,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,16,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,0,"S1 (High Utilization, Poor History)",False
19,17,0,"S1 (High Utilization, Poor History)",0,Decrease Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
19,18,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,19,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
19,20,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
19,21,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
19,22,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
19,23,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",True
20,0,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
20,1,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
20,2,2,"S3 (Low Utilization, Strong History)",0,Decrease Limit,-3,1,"S2 (Moderate Utilization, Stable History)",False
20,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
20,4,1,"S2 (Moderate Utilization, Stable History)",0,Decrease Limit,-1,2,"S3 (Low Utilization, Strong History)",False
20,5,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
20,6,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,3,S4 (Default),True
21,0,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
21,1,2,"S3 (Low Utilization, Strong History)",2,Increase Limit,6,2,"S3 (Low Utilization, Strong History)",False
21,2,2,"S3 (Low Utilization, Strong History)",1,Keep Limit,3,1,"S2 (Moderate Utilization, Stable History)",False
21,3,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
21,4,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,1,"S2 (Moderate Utilization, Stable History)",False
21,5,1,"S2 (Moderate Utilization, Stable History)",2,Increase Limit,4,1,"S2 (Moderate Utilization, Stable History)",False
21,6,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,3,S4 (Default),True
22,0,1,"S2 (Moderate Utilization, Stable History)",1,Keep Limit,2,2,"S3 (Low Utilization, Strong History)",False
